journal,field,openalex_id,doi,title,publication_date,authors,cited_by_count,abstract
Journal of Financial Economics,finance,https://openalex.org/W4410257497,https://doi.org/10.1016/j.jfineco.2025.104079,Revenue collapses and the consumption of small business owners in the COVID-19 pandemic,2025-05-10,Olivia S. Kim; Jonathan A. Parker; Antoinette Schoar,1,
Journal of Financial Economics,finance,https://openalex.org/W2933441164,https://doi.org/10.1016/j.jfineco.2025.104080,Banks as regulated traders,2025-05-12,Antonio Falato; Diana Iercosan; Filip Žikeš,1,
Journal of Financial Economics,finance,https://openalex.org/W4410330575,https://doi.org/10.1016/j.jfineco.2025.104077,Entrepreneurial spillovers across coworkers,2025-05-13,Melanie Wallskog,5,
Journal of Financial Economics,finance,https://openalex.org/W4410320544,https://doi.org/10.1016/s0304-405x(25)00098-4,Editorial Board,2025-05-13,,0,
Journal of Financial Economics,finance,https://openalex.org/W4410395844,https://doi.org/10.1016/j.jfineco.2025.104084,Exorbitant privilege? Quantitative easing and the bond market subsidy of prospective fallen angels,2025-05-15,Viral V. Acharya; Ryan Banerjee; Matteo Crosignani; Tim Eisert; Renée Spigt,3,
Journal of Financial Economics,finance,https://openalex.org/W4410456765,https://doi.org/10.1016/j.jfineco.2025.104085,Liquidity picking and fund performance,2025-05-17,Feng Jiao; Sergei Sarkissian; David Schumacher,3,
Journal of Financial Economics,finance,https://openalex.org/W4410459283,https://doi.org/10.1016/j.jfineco.2025.104081,Robust difference-in-differences analysis when there is a term structure,2025-05-17,Kjell G. Nyborg; Jiri Woschitz,1,
Journal of Financial Economics,finance,https://openalex.org/W4410585907,https://doi.org/10.1016/s0304-405x(25)00109-6,Editorial Board,2025-05-22,,0,
Journal of Financial Economics,finance,https://openalex.org/W4410704062,https://doi.org/10.1016/j.jfineco.2025.104104,"Bank stress testing, human capital investment and risk management",2025-05-24,Thomas Schneider; Philip E. Strahan; Jun Yang,5,
Journal of Financial Economics,finance,https://openalex.org/W4410732092,https://doi.org/10.1016/j.jfineco.2025.104093,"The economics of “Buy Now, Pay Later”: A merchant’s perspective",2025-05-26,Tobias Berg; Valentin Burg; Jan Keil; Manju Puri,5,
Journal of Financial Economics,finance,https://openalex.org/W4410743536,https://doi.org/10.1016/j.jfineco.2025.104095,The impact of prices on analyst cash flow expectations: Reconciling subjective beliefs data with rational discount rate variation,2025-05-26,Aditya Chaudhry,3,"I show that prices impact analyst cash flow expectations and argue this impact can partially reconcile subjective beliefs data with asset pricing models in which investors have rational expectations and discount rate variation drives prices. Previous work argues that correlations of biased analyst cash flow expectations with prices and future returns contradict rational models and imply biased investor expectations distort prices. However, using two instrumental variables for price, I find increases in price unrelated to cash flow news raise analyst cash flow expectations. Based on this empirical finding, I propose a model with rational investors that matches key moments in beliefs data: analysts form biased cash flow expectations by learning from prices that contain discount rate variation. Thus, while stylized facts in beliefs data can be consistent with investors having biased expectations that distort prices, these facts can also be consistent with investors having rational expectations and analysts learning from prices."
Journal of Financial Economics,finance,https://openalex.org/W4410739181,https://doi.org/10.1016/j.jfineco.2025.104072,Printing away the mortgages: Fiscal inflation and the post-covid boom,2025-05-26,William Diamond; Tim Landvoigt; Germán Sánchez Torres,2,
Journal of Financial Economics,finance,https://openalex.org/W4410743443,https://doi.org/10.1016/j.jfineco.2025.104107,Private equity in the hospital industry,2025-05-26,Janet Gao; Yong‐Seok Kim; Merih Sevilir,2,
Journal of Financial Economics,finance,https://openalex.org/W4410739187,https://doi.org/10.1016/j.jfineco.2025.104086,Differential access to dark markets and execution outcomes,2025-05-26,James Brugler; Carole Comerton‐Forde,1,"Dark pools can restrict access for specific trader types. We compare execution outcomes between dark pools that restrict high frequency trader access and those that do not. We find that trades executed in dark pools with more access restrictions have less order flow information leakage, adverse selection risk and post-trade order imbalances than trades in less restricted pools. Evidence from exogenous dark pool closures demonstrates that these differences are causal. The ability to segment order flow can benefit investors because it allows them to make trade-offs between execution risk and information leakage across different dark venues."
Journal of Financial Economics,finance,https://openalex.org/W4410779021,https://doi.org/10.1016/j.jfineco.2025.104076,CRISK: Measuring the climate risk exposure of the financial system,2025-05-27,Hyeyoon Jung; Robert Engle; Richard Berner,37,
Journal of Financial Economics,finance,https://openalex.org/W4410779123,https://doi.org/10.1016/j.jfineco.2025.104106,Conditional risk and the pricing kernel,2025-05-27,David Schreindorfer; Tobias Sichert,14,
Journal of Financial Economics,finance,https://openalex.org/W4410778937,https://doi.org/10.1016/j.jfineco.2025.104110,Economic links from bonds and cross-stock return predictability,2025-05-27,Jian Feng; Xiaolin Huo; Xin Liu; Yifei Mao; Hong Xiang,7,
Journal of Financial Economics,finance,https://openalex.org/W3193186241,https://doi.org/10.1016/j.jfineco.2025.104071,Surviving the fintech disruption,2025-05-27,Wei Jiang; Yuehua Tang; Rachel J. Xiao; Vincent Yao,6,
Journal of Financial Economics,finance,https://openalex.org/W4410841599,https://doi.org/10.1016/j.jfineco.2025.104105,"Too Levered for Pigou: Carbon pricing, financial constraints, and leverage regulation",2025-05-29,Robin Döttling; Magdalena Rola-Janicka,6,
Journal of Financial Economics,finance,https://openalex.org/W4410943711,https://doi.org/10.1016/j.jfineco.2025.104096,Why do portfolio choice models predict inelastic demand?,2025-06-02,Carter Davis; Mahyar Kargar; Jiacui Li,11,"Classical asset pricing models predict that optimizing investors exhibit extremely high demand elasticities, while empirical estimates are significantly lower—by three orders of magnitude. To reconcile this disparity, we introduce a novel decomposition of investor demand elasticity into two key components: “price pass-through”, which captures how price movements forecast returns, and “unspanned returns”, reflecting a stock’s lack of perfect substitutes. In a factor model framework, we show that unspanned returns become significant when models include “weak factors”. Classical models overestimate demand elasticity by assuming both very low unspanned returns and high price pass-throughs, assumptions that are inconsistent with empirical evidence."
Journal of Financial Economics,finance,https://openalex.org/W4411015348,https://doi.org/10.1016/j.jfineco.2025.104109,Diversification driven demand for large stock,2025-06-04,Huaizhi Chen,2,"I show that as a portfolio’s value concentration increases, actively managed portfolios predictably trim large positions, maintaining a level of practical diversification. This rebalancing channel is concentrated at thresholds implied by regulatory guidelines and by a fund’s own risk management histories. Since larger stocks are typically held widely and in large weights, they experience a coordinated contrarian trading demand that originates from this form of risk management. Diversification driven demand captures a novel return-reversal pattern in the large stock portfolios. Compensating this source of demand accentuates momentum returns during the modern sample period (1990 to 2022)."
Journal of Financial Economics,finance,https://openalex.org/W4411017095,https://doi.org/10.1016/s0304-405x(25)00131-x,Editorial Board,2025-06-04,,0,
Journal of Financial Economics,finance,https://openalex.org/W4411198553,https://doi.org/10.1016/j.jfineco.2025.104126,Honoring Michael C. Jensen,2025-06-11,,0,
Journal of Financial Economics,finance,https://openalex.org/W4411201444,https://doi.org/10.1016/j.jfineco.2025.104108,Show me the receipts: B2B payment timeliness and expected returns,2025-06-11,Paul Lieberman; Atanas Mihov; Andy Naranjo; Mihail Velikov,0,
Journal of Financial Economics,finance,https://openalex.org/W4411211321,https://doi.org/10.1016/j.jfineco.2025.104116,Jensen and Meckling at 50,2025-06-11,Patrick Bolton,0,
Journal of Financial Economics,finance,https://openalex.org/W4411224582,https://doi.org/10.1016/j.jfineco.2025.104094,Price regulation in two-sided markets: Empirical evidence from debit cards,2025-06-12,Vladimir Mukharlyamov; Natasha Sarin,2,"This paper provides empirical evidence of a well-known theoretical concern that market failures in two-sided markets are hard to identify and correct. We study the reactions of banks, merchants, and consumers to Dodd-Frank’s Durbin Amendment that lowered interchange fees on debit card transactions. Banks recouped a significant portion of their losses by charging consumers for products that they previously provided for free on the subsidized side of the two-sided market. The accelerated adoption of credit cards with higher interchange fees likely diminished—if not eliminated—merchants’ savings. These effects impede the regulation’s stated objective of enhancing consumers’ welfare through lower retail prices."
Journal of Financial Economics,finance,https://openalex.org/W3081130216,https://doi.org/10.1016/j.jfineco.2025.104114,Equity duration and predictability,2025-06-12,Benjamin Golez; Peter Koudijs,4,"One of the most puzzling findings in asset pricing is that expected returns dominate variation in the dividend-to-price ratio, leaving little room for dividend growth rates. Even more puzzling is that this dominance only emerged after 1945. We develop a present value model to argue that a general increase in equity duration can explain these findings. As cash flows to investors accrue further into the future, shocks to highly persistent expected returns become relatively more important than shocks to growth rates. We provide supportive empirical evidence from dividend strips, the time-series, and the cross-section of stocks."
Journal of Financial Economics,finance,https://openalex.org/W4411396019,https://doi.org/10.1016/j.jfineco.2025.104115,The invention of corporate governance,2025-06-18,Yueran Ma; Andrei Shleifer,11,
Journal of Financial Economics,finance,https://openalex.org/W4411475859,https://doi.org/10.1016/j.jfineco.2025.104119,Michael C. Jensen’s empirical work,2025-06-20,Eugene F. Fama; Kenneth R. French,0,
Journal of Financial Economics,finance,https://openalex.org/W4411529620,https://doi.org/10.1016/j.jfineco.2025.104118,The lessons of Michael C. Jensen,2025-06-22,René M. Stulz,0,This paper assesses the contributions of Michael C. Jensen to financial economics and to American business. His work on agency theory is the cornerstone of modern corporate finance. He influenced how American business operates by helping make the internal and external governance of firms more efficient. He changed how knowledge in financial economics is diffused both through the founding of the Journal of Financial Economics and of the Social Science Research Network. I question the claim made by some that he recanted his ideas in the 2000s.
Journal of Financial Economics,finance,https://openalex.org/W4411606629,https://doi.org/10.1016/j.jfineco.2025.104112,The trade imbalance network and currency returns,2025-06-24,Ai Jun Hou; Lucio Sarno; Xiaoxia Ye,2,
Journal of Financial Economics,finance,https://openalex.org/W4412453247,https://doi.org/10.1016/j.jfineco.2025.104113,The value of financial intermediation: Evidence from online debt crowdfunding,2025-07-15,Fabio Braggion; Alberto Manconi; Nicola Pavanini; Haikun Zhu,2,
Journal of Financial Economics,finance,https://openalex.org/W4412475262,https://doi.org/10.1016/j.jfineco.2025.104133,Defunding controversial industries: Can targeted credit rationing choke firms?,2025-07-16,Kunal Sachdeva; André F. Silva; Pablo Slutzky; Billy Xu,3,"This paper examines the effects of targeted credit rationing by banks on firms likely to generate negative externalities. We exploit an initiative of the U.S. Department of Justice, labeled Operation Choke Point, which compelled banks to limit relationships with firms in controversial industries. Using supervisory loan-level data, we show that, as intended, targeted banks reduced lending and terminated relationships with affected firms. However, most of these firms fully substituted credit through nontargeted banks under similar terms. Overall, we find no significant shifts in the performance and investment of affected firms, suggesting that targeted credit rationing is widely ineffective in promoting change."
Journal of Financial Economics,finance,https://openalex.org/W4412509952,https://doi.org/10.1016/j.jfineco.2025.104130,"Macroeconomic drivers and the pricing of uncertainty, inflation, and bonds",2025-07-21,Brandyn Bok; Thomas Mertens; J. C. Williams,1,
Journal of Financial Economics,finance,https://openalex.org/W4412544802,https://doi.org/10.1016/j.jfineco.2025.104138,Machine learning from a “Universe” of signals: The role of feature engineering,2025-07-22,Bin Li; Alberto G. Rossi; Xuemin Sterling Yan; Lingling Zheng,2,
Journal of Financial Economics,finance,https://openalex.org/W4412564051,https://doi.org/10.1016/j.jfineco.2025.104131,Climbing and falling off the ladder: Asset pricing implications of labor market event risk,2025-07-22,Lawrence Schmidt,1,
Journal of Financial Economics,finance,https://openalex.org/W4412610858,https://doi.org/10.1016/j.jfineco.2025.104135,Information-based pricing in specialized lending,2025-07-23,Kristian Blickle; Zhiguo He; Jing Huang; Cecilia Parlatore,1,
Journal of Financial Economics,finance,https://openalex.org/W4412717656,https://doi.org/10.1016/j.jfineco.2025.104146,Stakes and investor behaviors,2025-07-25,Pengfei Sui; Baolian Wang,1,
Journal of Financial Economics,finance,https://openalex.org/W4412661663,https://doi.org/10.1016/j.jfineco.2025.104144,The retail habitat,2025-07-26,Toomas Laarits; Marco Sammon,1,
Journal of Financial Economics,finance,https://openalex.org/W4412694734,https://doi.org/10.1016/j.jfineco.2025.104141,Household debt overhang and human capital investment,2025-07-28,Gustavo Manso; Alejandro Rivera; Hui Wang; Xia Han,3,
Journal of Financial Economics,finance,https://openalex.org/W4412689222,https://doi.org/10.1016/j.jfineco.2025.104134,The marginal value of public pension wealth: Evidence from border house prices,2025-07-28,Darren Aiello; Asaf Bernstein; Mahyar Kargar; Ryan Lewis; Michael Schwert,2,
Journal of Financial Economics,finance,https://openalex.org/W4412689227,https://doi.org/10.1016/j.jfineco.2025.104140,Overvaluing simple bets: Evidence from the options market,2025-07-28,Aaron Goodman; Indira Puri,1,
Journal of Financial Economics,finance,https://openalex.org/W4412712538,https://doi.org/10.1016/j.jfineco.2025.104132,Maximal extractable value and allocative inefficiencies in public blockchains,2025-07-29,Agostino Capponi; Ruizhe Jia; Kanye Ye Wang,4,
Journal of Financial Economics,finance,https://openalex.org/W4412750384,https://doi.org/10.1016/j.jfineco.2025.104143,"Firm uncertainty and households: Spending, savings, and risks",2025-07-30,Iván Alfaro; Hoonsuk Park,2,
Journal of Financial Economics,finance,https://openalex.org/W4412829368,https://doi.org/10.1016/j.jfineco.2025.104148,When do short sellers trade? Evidence from intraday data and implications for informed trading models,2025-08-01,Danqi Hu; Charles M. Jones; Xiaoyan Zhang; Xinran Zhang,1,
Journal of Financial Economics,finance,https://openalex.org/W4412906955,https://doi.org/10.1016/j.jfineco.2025.104129,Measurement and effects of bank exit policies,2025-08-04,Dan Green; B L Vallee,11,"We study whether exit policies by financial institutions have financial and real consequences on the firms they target, using bank coal exit policies as a laboratory. In contrast to theories assuming high capital substitutability, we find large effects of these policies. Bank exit policies negatively affect both the financing and operation of coal assets. Substitution to other sources and providers of capital appears to be limited. Coal power plants owned by firms exposed to exit policies are more likely to retire, translating into lower CO2 emissions. Exit policies have reduced CO2e emissions from energy production by an estimated 0.62 gigaton."
Journal of Financial Economics,finance,https://openalex.org/W4412906806,https://doi.org/10.1016/j.jfineco.2025.104147,"Polarization, purpose and profit",2025-08-04,Daniel Ferreira; Radoslawa Nikolowa,1,"We present a model in which firms compete for workers who value nonpecuniary job attributes, such as purpose, sustainability, political stances, or working conditions. Firms adopt production technologies that enable them to offer jobs with varying levels of these desirable attributes. Firms’ profits are higher when they cater to workers with extreme preferences. In a competitive assignment equilibrium, firms become polarized and not only reflect but also amplify the polarized preferences of the general population. More polarized sectors exhibit higher profits, lower average wages, and a reduced labor share of value added. Sustainable investing amplifies firm polarization."
Journal of Financial Economics,finance,https://openalex.org/W4413142703,https://doi.org/10.1016/j.jfineco.2025.104151,Responsible investing: Costs and benefits for university endowment funds,2025-08-09,George O. Aragon; Yuxiang Jiang; Juha Joenväärä; Cristian Ioan Tiu,3,
Journal of Financial Economics,finance,https://openalex.org/W4413192490,https://doi.org/10.1016/j.jfineco.2025.104153,Why does options market information predict stock returns?,2025-08-12,Dmitriy Muravyev; Neil D. Pearson; Joshua Matthew Pollet,5,
Journal of Financial Economics,finance,https://openalex.org/W4413194804,https://doi.org/10.1016/j.jfineco.2025.104117,"Agency cost of free cash flow, capital allocation, and payouts",2025-08-12,Harry DeAngelo; Kathleen M. Kahle; Douglas J. Skinner,1,
Journal of Financial Economics,finance,https://openalex.org/W4413412321,https://doi.org/10.1016/j.jfineco.2025.104139,Social preferences and corporate investment,2025-08-15,Thomas Dangl; Michael Halling; Jin Yu; Josef Zechner,2,
Journal of Financial Economics,finance,https://openalex.org/W4413345153,https://doi.org/10.1016/j.jfineco.2025.104149,The financial consequences of undiagnosed memory disorders,2025-08-19,Carole Roan Gresenz; Jean M. Mitchell; Belicia Rodriguez; Crystal Wang; Raymond Scott Turner; Wilbert van der Klaauw,0,"We examine the effect of undiagnosed memory disorders on credit outcomes using individually-matched nationally representative credit reporting and Medicare data. We find effects of early stage disease, years before diagnosis, on a wide range of financial outcomes, including credit card account payment delinquency and amount of delinquent balance, credit utilization among credit card account holders, mortgage delinquency and delinquent balance amount, and credit scores. Effects are pervasive, affecting seniors in single and coupled households, racial/ethnic minorities and non-minorities, and older adults living in areas with higher and lower education levels. Early stage effects are greater among singles and Black individuals."
Journal of Financial Economics,finance,https://openalex.org/W4413362882,https://doi.org/10.1016/j.jfineco.2025.104155,Stealthy shorts: Informed liquidity supply,2025-08-20,Amit Goyal; Adam V. Reed; Esad Smajlbegovic; Amar Soebhag,4,"Short sellers are widely known to be informed, which would typically suggest that they demand liquidity. We obtain comprehensive transaction-level data to decompose daily short volume into liquidity-demanding and liquidity-supplying components. Contrary to conventional wisdom, we show that the most informed short sellers are actually liquidity suppliers, not liquidity demanders. They are particularly informative about future returns on news days and trade on prominent cross-sectional return anomalies. Our analysis suggests that market making and opportunistic risk-bearing are unlikely to explain these findings. Instead, our results align with recent market microstructure theory, pointing to strategic liquidity provision by informed traders."
Journal of Financial Economics,finance,https://openalex.org/W4413751578,https://doi.org/10.1016/j.jfineco.2025.104154,Investor learning about monetary-policy transmission and the stock market,2025-08-27,Daniel Andrei; Michael Hasler,0,
Journal of Financial Economics,finance,https://openalex.org/W4413817169,https://doi.org/10.1016/j.jfineco.2025.104157,Resilience in collective bargaining,2025-08-29,Carlos F. Avenancio-León; Alessio Piccolo; Roberto Pinto,0,
Journal of Financial Economics,finance,https://openalex.org/W4413885143,https://doi.org/10.1016/j.jfineco.2025.104142,Financial constraints and the racial housing gap,2025-09-01,Arpit Gupta; Christopher Hansman; Pierre Mabille,1,
Journal of Financial Economics,finance,https://openalex.org/W4413986054,https://doi.org/10.1016/j.jfineco.2025.104150,ESG lending,2025-09-04,Sehoon Kim; Nitish Kumar; Jongsub Lee; Junho Oh,5,
Journal of Financial Economics,finance,https://openalex.org/W4414039987,https://doi.org/10.1016/s0304-405x(25)00171-0,Editorial Board,2025-09-06,,0,
Journal of Financial Economics,finance,https://openalex.org/W4414051573,https://doi.org/10.1016/j.jfineco.2025.104152,Pricing and constructing international government bond portfolios,2025-09-08,Otto Randl; Giorgia Simion; Josef Zechner,0,
Journal of Financial Economics,finance,https://openalex.org/W4414104056,https://doi.org/10.1016/j.jfineco.2025.104166,Inflation and Trading,2025-09-11,Philip Schnorpfeil; Michael Weber; Andreas Hackethal,1,
Journal of Financial Economics,finance,https://openalex.org/W4414118635,https://doi.org/10.1016/j.jfineco.2025.104145,Finance without exotic risk,2025-09-11,Pedro Bordalo; Nicola Gennaioli; Rafael La Porta; Andrei Shleifer,1,
Journal of Financial Economics,finance,https://openalex.org/W4414143226,https://doi.org/10.1016/j.jfineco.2025.104156,Entrepreneurship and the gig economy: Evidence from U.S. tax returns,2025-09-12,Matthew Denes; Spyridon Lagaras; Margarita Tsoutsoura,3,"Platform intermediation of goods and services has considerably transformed the U.S. economy. We use administrative data on U.S. tax returns to study the role of the gig economy on entrepreneurship. We find that gig workers are more likely to become entrepreneurs, particularly those who are lower income, younger, and benefit from flexibility. We track all newly created firms and show that gig workers start firms in similar industries as their gig experience, which are less likely to survive and demonstrate higher performance. Overall, our findings suggest on-the-job learning promotes entrepreneurial entry and shifts the types of firms started by entrepreneurs."
Journal of Financial Economics,finance,https://openalex.org/W4414397453,https://doi.org/10.1016/j.jfineco.2025.104158,Taking sides on return predictability,2025-09-22,R. David McLean; Jeffrey Pontiff; Christopher M. Reilly,2,
Journal of Financial Economics,finance,https://openalex.org/W4414518613,https://doi.org/10.1016/j.jfineco.2025.104169,Have CEOs changed?,2025-09-25,Yann Decressin; Steven N. Kaplan; Morten Sørensen,0,
Journal of Financial Economics,finance,https://openalex.org/W4414692003,https://doi.org/10.1016/j.jfineco.2025.104168,How valuable is corporate adaptation to crisis? Estimates from Covid-19 work-from-home announcements,2025-10-01,Adlai J. Fisher; Jiří Knesl; Ryan C. Y. Lee,0,"This article investigates predictors and benefits of corporate adaptation to crisis, adding a new dimension to studies of flexibility and resilience based on ex ante characteristics. We produce a unique sample of work-from-home announcements scraped from company websites during Covid-19. The announcers’ valuations increased by 3%–5% and risk declined versus matches, consistent with real-options theory under asymmetric information. We estimate characteristics, including subtle textual topics from 10-Ks, that predicted adaptation, show faster price response following Bloomberg coverage, and real advantages in subsequent operating performance. Corporate adaptation to crisis adds value and reduces risk, beyond information in firm characteristics."
Journal of Financial Economics,finance,https://openalex.org/W4414948106,https://doi.org/10.1016/j.jfineco.2025.104173,Green tilts,2025-10-08,Ľuboš Pástor; Robert F. Stambaugh; Lucian A. Taylor,1,
Journal of Financial Economics,finance,https://openalex.org/W4414983335,https://doi.org/10.1016/s0304-405x(25)00187-4,Editorial Board,2025-10-09,,0,
Journal of Financial Economics,finance,https://openalex.org/W4415076599,https://doi.org/10.1016/j.jfineco.2025.104183,Robots and firm investment,2025-10-11,Efraim Benmelech; Michał Zator,2,"Using cross-country and German administrative data on robotization, we show that the impact of robots on firms and labor markets is limited. First, investment in robots is small and highly concentrated in a few industries, representing less than 0.3% of aggregate expenditures on equipment. Second, robotization does not grow as rapidly as Information Technology did in the past, and current growth is driven by gains in developing countries. Third, firms invest in robots when they face difficulties in finding workers and subsequently increase employment after the investment. The total employment effect in exposed industries and regions is negative but modest in magnitude. We discuss why the effects of robots are limited and demonstrate that other digital technologies have more potential for large economic impact."
Journal of Financial Economics,finance,https://openalex.org/W4415185754,https://doi.org/10.1016/j.jfineco.2025.104184,"Global sales, international currencies, and the currency denomination of debt",2025-10-15,Riccardo Colacito; Yan Qian; Andreas Stathopoulos,0,
Journal of Financial Economics,finance,https://openalex.org/W3122820762,https://doi.org/10.1016/j.jfineco.2025.104186,Measuring regulatory complexity,2025-10-16,Jean-Édouard Colliard; Co-Pierre Georg,0,
Journal of Financial Economics,finance,https://openalex.org/W4415261289,https://doi.org/10.1016/j.jfineco.2025.104171,Data and welfare in credit markets,2025-10-16,Mark J. Jansen; Fabian Nagel; Constantine Yannelis; Anthony Lee Zhang,0,
Journal of Financial Economics,finance,https://openalex.org/W4415296507,https://doi.org/10.1016/j.jfineco.2025.104182,Dealer balance sheets and bidding behavior in the Bank of England’s QE reverse auctions,2025-10-17,Lena Boneva; Jakub Kastl; Filip Žikeš,0,
Journal of Financial Economics,finance,https://openalex.org/W4415608510,https://doi.org/10.1016/j.jfineco.2025.104172,Implicit extrapolation and the beliefs channel of investment demand,2025-10-28,Haoyang Liu; Christopher Palmer,0,
Journal of Financial Economics,finance,https://openalex.org/W4415746806,https://doi.org/10.1016/j.jfineco.2025.104191,Demand disagreement,2025-10-31,Christian Heyerdahl-Larsen; Philipp K. Illeditsch,0,
Journal of Financial Economics,finance,https://openalex.org/W4415757244,https://doi.org/10.1016/j.jfineco.2025.104189,Policy uncertainty reduces green innovation,2025-11-01,Mengyu Wang; Jeffrey Wurgler; Zhang Hong,5,
Journal of Financial Economics,finance,https://openalex.org/W4415757242,https://doi.org/10.1016/j.jfineco.2025.104167,The canary in the coal decline: Appalachian household finance and the transition from fossil fuels,2025-11-01,Joshua Blonz; Brigitte Roth Tran; Erin Troland,1,
Journal of Financial Economics,finance,https://openalex.org/W4415758991,https://doi.org/10.1016/j.jfineco.2025.104188,Institutions’ return expectations across assets and time,2025-11-01,Magnus Dahlquist; Markus Ibert,0,"We study the equity, cash, and corporate bond risk premium expectations of asset managers, investment consultants, wealth advisors, public pension funds, and professional forecasters. Subjective risk premia vary one-to-one with objective risk premia that are available in real time and countercyclical. Despite their significant time-series variation, several subjective equity premia vary more in the cross-section of institutions than in the time series. This heterogeneity persists both over time and across asset classes. We tie the heterogeneity in subjective equity return expectations to heterogeneous expectations about long-term equity valuations: some institutions believe that the price–earnings ratio behaves like a random walk, whereas others believe in varying degrees of mean reversion."
Journal of Financial Economics,finance,https://openalex.org/W7104380018,https://doi.org/10.1016/j.jfineco.2025.104192,Securing technological leadership? The cost of export controls on firms,2025-11-08,Matteo Crosignani; Lina Han; Marco Macchiavelli; André F. Silva,2,
Journal of Financial Economics,finance,https://openalex.org/W7104363151,https://doi.org/10.1016/j.jfineco.2025.104190,Discount factors and monetary policy: Evidence from dual-listed stocks,2025-11-08,Quentin Vandeweyer; Minghao Yang; Constantine Yannelis,0,
Journal of Financial Economics,finance,https://openalex.org/W7104393726,https://doi.org/10.1016/s0304-405x(25)00204-1,Editorial Board,2025-11-08,,0,
Journal of Financial Economics,finance,https://openalex.org/W4416537425,https://doi.org/10.1016/j.jfineco.2025.104202,How costly are cultural biases? Evidence from FinTech,2025-11-14,Francesco D’Acunto; Pulak Ghosh; Alberto G. Rossi,1,
Journal of Financial Economics,finance,https://openalex.org/W4416259405,https://doi.org/10.1016/j.jfineco.2025.104201,"Corrigendum to “Ripples into waves: Trade networks, economic activity, and asset prices” [Journal of Financial Economics, Volume 145, (July 2022) Pages 217–238/Article Number]",2025-11-16,Jeffery Chang; Huancheng Du; Dong Lou; Christopher Polk,0,
Journal of Financial Economics,finance,https://openalex.org/W4416264961,https://doi.org/10.1016/j.jfineco.2025.104208,Investing in misallocation,2025-11-17,Mete Kılıç; Şelale Tüzel,0,
Journal of Financial Economics,finance,https://openalex.org/W4416355348,https://doi.org/10.1016/j.jfineco.2025.104206,"Richer earnings dynamics, consumption and portfolio choice over the life cycle",2025-11-19,Julio Gálvez; Gonzalo Paz-Pardo,0,
Journal of Financial Economics,finance,https://openalex.org/W4416441836,https://doi.org/10.1016/j.jfineco.2025.104204,Bank consolidation and uniform pricing,2025-11-21,João Granja; Nuno Paixão,1,
Journal of Financial Economics,finance,https://openalex.org/W7106264813,https://doi.org/10.1016/s0304-405x(25)00221-1,Editorial Board,2025-11-21,,0,
Journal of Financial Economics,finance,https://openalex.org/W4416558535,https://doi.org/10.1016/j.jfineco.2025.104216,Sequential credit markets,2025-11-23,Ulf Axelson; Igor Makarov,0,"Entrepreneurs typically seek financing in decentralized markets, where they approach investors sequentially. We develop a model of sequential capital markets with privately informed investors. The sequential market creates a dynamic adverse selection externality that leads to overinvestment and excessive rents to intermediaries, even as the number of competing investors becomes arbitrary large. The resulting rents lead to excessive entry of investors and insufficient entry of entrepreneurs. Moving to a centralized market structure or reducing transparency restores competitiveness but may harm efficiency. The model also explains how even a small skill advantage for an investor can lead to preferential deal flow and outsized returns."
Journal of Financial Economics,finance,https://openalex.org/W4416734660,https://doi.org/10.1016/j.jfineco.2025.104207,Appropriated growth,2025-11-27,Yuchen Chen; Xuelin Li; Richard T. Thakor; Colin Ward,0,
Journal of Financial Economics,finance,https://openalex.org/W4416834010,https://doi.org/10.1016/j.jfineco.2025.104218,Social media as a bank run catalyst,2025-12-01,J. Anthony Cookson; Corbin Fox; Javier Gil‐Bazo; Juan Felipe Imbet; Christoph Schiller,3,
Journal of Financial Economics,finance,https://openalex.org/W4416970377,https://doi.org/10.1016/j.jfineco.2025.104217,The benchmark greenium,2025-12-03,Stefania D’Amico; Johannes Klausmann; N. Aaron Pancost,1,
Journal of Financial Economics,finance,https://openalex.org/W4416953578,https://doi.org/10.1016/j.jfineco.2025.104219,Do teams alleviate or exacerbate overreaction in beliefs?,2025-12-03,Ricardo Barahona; Stefano Cassella; Kristy A.E. Jansen; Vincenzo Pezone,0,
Journal of Financial Economics,finance,https://openalex.org/W7113906205,https://doi.org/10.1016/j.jfineco.2025.104174,Windfall income shocks with finite planning horizons,2025-12-10,Michael Boutros,1,"I study how the cognitive demands of financial planning shape household decisionmaking with respect to consumption out of windfall income shocks. I build a quantitative model of bounded rationality in which reoptimization is costly. Households respond to windfall income shocks by choosing a finite planning horizon over which to reoptimize, and the optimal planning horizon is increasing in wealth and the magnitude of the income shock. Calibrated to U.S. data, the model’s distribution of consumption responses is consistent with three key facts: even highly liquid households have large consumption responses out of income shocks, the fraction of households with positive consumption responses increases with shock size, and conditional on responding, larger shocks generate smaller consumption responses."
Journal of Financial Economics,finance,https://openalex.org/W7115883847,https://doi.org/10.1016/j.jfineco.2025.104226,"Regional Banks, Aggregate Effects",2025-12-18,Quinn Maingi,1,
